file,owning_package,package_declared_from_compiler,static_import_reachable,block_graph_role,reason,observed_build_state,derived_submodule,artifact
sev_compiler/driver/driver/src/pipeline/mir_archive.sev,sev_compiler/driver,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/driver/src/pipeline/mod.sev,sev_compiler/driver,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/driver/src/pipeline/package_interface.sev,sev_compiler/driver,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/driver/src/pipeline/prelude_package.sev,sev_compiler/driver,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/driver/src/pipeline/quality.sev,sev_compiler/driver,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/driver/src/pipeline/source.sev,sev_compiler/driver,yes,yes,legacy build and inspection branch,--emit blocks returns early; normal path uses semantic_plan then MIR DefinitionGraph,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/driver/src/pipeline/timing.sev,sev_compiler/driver,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/driver/src/profile_analysis.sev,sev_compiler/driver,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/driver/src/profiling.sev,sev_compiler/driver,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/driver/src/test_runner/mod.sev,sev_compiler/driver,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/tests/cli_contract.sev,sev_compiler/driver,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/driver/tests/fixtures/int_add.sev,sev_compiler/driver,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/identifier.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/indentation.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/lexer.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/lib.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/number.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/rule.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/runtime.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/scanner/mod.sev,sev_compiler/frontend/lexer,yes,yes,discovery support,bootstrap scanning defers primitive construction; normal scanning accepts provider lists,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/string.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/symbol.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/syntax/mod.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/token/mod.sev,sev_compiler/frontend/lexer,yes,yes,literal support,uses supplied primitive literal bindings,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/lexer/lexer/src/trivia.sev,sev_compiler/frontend/lexer,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/graph/model.sev,sev_compiler/frontend/modules,yes,no,legacy definition graph,separate declaration graph with preassigned submodule IDs,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/graph/queries.sev,sev_compiler/frontend/modules,yes,no,legacy SCC pass,DefinitionGraph SCCs; cross-submodule edges deliberately skipped,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/graph/verify.sev,sev_compiler/frontend/modules,yes,no,legacy graph verification,"validates DefinitionGraph, not BlockGraph",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/modules/src/identity.sev,sev_compiler/frontend/modules,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/modules/src/imports.sev,sev_compiler/frontend/modules,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/modules/src/lexical.sev,sev_compiler/frontend/modules,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/modules/src/lib.sev,sev_compiler/frontend/modules,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/modules/src/semantic_interface.sev,sev_compiler/frontend/modules,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/modules/src/source.sev,sev_compiler/frontend/modules,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/modules/tests/imports.sev,sev_compiler/frontend/modules,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/parser/parser/src/block.sev,sev_compiler/frontend/parser,yes,yes,structural discovery,"parse_blocks/format_blocks; inspection path, not normal build graph construction",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/parser/parser/src/lib.sev,sev_compiler/frontend/parser,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/parser/parser/src/statement/mod.sev,sev_compiler/frontend/parser,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/parser/tests/imports.sev,sev_compiler/frontend/parser,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/semantic_ir_tests.sev,sev_compiler/frontend/semantic,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/01_semantic_match.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/02_trait_operator_resolution.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/families.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/fixtures/constants.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/imports.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/loops.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/matches.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/methods.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/owned_fields.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/private.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/ranges.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/receivers.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/generic_conflict.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/match_after_wildcard.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/match_missing_case.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/match_pattern.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/match_return.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/match_scope.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/match_type.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/recursive_records.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/trait_cycle.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/trait_duplicate_operator.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/trait_method_is_not_operator.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/trait_missing_member.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/trait_unknown.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/trait_unsatisfied.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/trait_wrong_result.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/reject/type_alias_cycle.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/strings.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/traits.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable/tests/values.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/callable_index.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/closures.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/compiler_cases.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/constraints.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/construction.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/definitions.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/expansion.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/grammar_scalar.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/lazy_bodies.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/lib.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/macros.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/match.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/package/generic.sev,sev_compiler/frontend/semantic,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/package/tests.sev,sev_compiler/frontend/semantic,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/package.sev,sev_compiler/frontend/semantic,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/packs.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/scalar/tests/functions.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/scalar/tests/packs.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/scalar/tests/values.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/test_modes.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/semantic/src/with.sev,sev_compiler/frontend/semantic,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/semantic/tests/callable_index.sev,sev_compiler/frontend/semantic,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/frontend/source/source.sev,sev_compiler/frontend/source,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/hir/block/dependencies.sev,sev_compiler/hir,no,no,dormant block graph API,index/resolve/consume APIs; indexing calls currently only in its inline tests,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/hir/hir/src/lib.sev,sev_compiler/hir,no,no,dormant block graph export,exports HIR block API; HIR package has no incoming declared compiler dependency,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/hir/module/hierarchy.sev,sev_compiler/hir,no,no,legacy hierarchy bridge,builds provenance from already-resolved bodies; not block-first partitioning,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/hir/module/module.sev,sev_compiler/hir,no,no,empty block graph carrier,Program.blocks defaults to BlockGraph(); no production population found,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/lowering/lowering/src/lib.sev,sev_compiler/lir/lowering,no,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/build.sev,sev_compiler/lir/mlir,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/examples/typed_module.sev,sev_compiler/lir/mlir,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/emit/callable.sev,sev_compiler/lir/mlir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/emit/debug.sev,sev_compiler/lir/mlir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/emit/mod.sev,sev_compiler/lir/mlir,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/emit/numeric_comparison.sev,sev_compiler/lir/mlir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/emit/strings.sev,sev_compiler/lir/mlir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/ir/builder.sev,sev_compiler/lir/mlir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/ir/lib.sev,sev_compiler/lir/mlir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/ir/model.sev,sev_compiler/lir/mlir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/ir/tests.sev,sev_compiler/lir/mlir,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/ir/text.sev,sev_compiler/lir/mlir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/ir/validate.sev,sev_compiler/lir/mlir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/lib.sev,sev_compiler/lir/mlir,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/lir/mlir/mlir/src/verify.sev,sev_compiler/lir/mlir,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/cfg/availability.sev,sev_compiler/mir/cfg,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
